327245018014543, 311305226061301, 212799118339888 @ -123, 89, 155
246746501143623, 264213073069521, 61636806843648 @ 74, 159, 491
293983729669532, 463900669795674, 257206466506544 @ -139, -497, 95
307729077560287, 425825398959873, 409161095289916 @ -68, -213, -320
265531040058380, 339349561216036, 287897592781514 @ 59, 131, -67
235839051509273, 224616862247601, 298908645447095 @ 30, -54, -6
314597982840799, 132084365981989, 259868229989744 @ -83, 467, 33
305761651009944, 370588803442802, 315894243377414 @ -127, 199, -291
227626491411703, 104755424806525, 267707858125962 @ 40, 74, 24
335924731025227, 503730597081956, 284977592201350 @ -248, -519, -83
352861068028865, 344406219584070, 344623812371687 @ -222, 57, -228
272902430557774, 413725059095482, 229844978265376 @ 123, 99, 335
270303443801248, 423963327562811, 247789931824858 @ 115, -56, 133
366871003603627, 331970473360173, 249942514919724 @ -182, -30, 53
237686265945871, 496089687361469, 329317976483400 @ 46, -333, -60
273410258172362, 418244424893828, 259489912215678 @ 93, -5, 41
229384943170017, 295497388788529, 312771880349612 @ 38, -118, -21
294182151152894, 450601942041165, 263278318719788 @ -73, -266, 11
283697605622425, 426732364823101, 190420286304319 @ -14, -234, 144
215267416447447, 194753358316535, 322585092120256 @ 64, 25, -41
249950405039707, 232441578404047, 427763320771078 @ 26, -5, -174
308045071908399, 304123049590541, 310489021323728 @ -78, 141, -109
289533666509857, 244148106047733, 257226067368258 @ -23, 22, 36
220900414001148, 262573993094986, 162315768406808 @ 245, 479, 423
274550741296853, 334595550368065, 245274485750884 @ 15, 44, 73
315449008364845, 514841344199445, 322514196494876 @ -98, -450, -141
252328423031263, 318165352459141, 246822148151728 @ 86, 129, 73
305539060371419, 207160843226875, 306824174372256 @ -42, 23, -25
231397542908905, 281445615773633, 247241164979427 @ 34, -110, 44
319224433742793, 436015915983266, 299670462917203 @ -238, -167, -236
242788043361667, 323515408072669, 303432540588232 @ 72, -10, -57
234197527606483, 368729032029163, 359212417275427 @ 120, -56, -228
243276120850297, 461122660200319, 320535252289006 @ 59, -291, -76
349464422678955, 163465283740453, 240719863501928 @ -82, 14, 51
318807087172303, 551632593074326, 325444061628763 @ -100, -529, -134
464401424337725, 229921661415313, 416309159355408 @ -202, -46, -129
289638235773940, 274543674359035, 365701722503212 @ -29, 448, -397
270303312178870, 334652101455181, 283706710431463 @ 21, 6, -24
265449104163949, 379976624798165, 242005442950422 @ 7, -186, 54
284459516655499, 294880490057830, 418214031708820 @ -16, -63, -181
244908467709563, 210352411494511, 357792752359198 @ 26, -13, -74
300210322544629, 91971555534595, 449683557086851 @ -34, 120, -176
328493235469638, 264463199209980, 417632019349699 @ -115, 159, -332
202931316433840, 82369390729372, 89030608543783 @ 199, 683, 476
155489980680442, 91295034379147, 326366261622802 @ 177, 264, -67
240193392937915, 66685563071809, 167763241540978 @ 74, 492, 216
308719307165143, 139663965597001, 129725098830448 @ -46, 107, 191
271995085755838, 373533934847791, 265875948691643 @ 31, -16, 14
242141653237565, 196686363770130, 380528041312524 @ 42, 75, -133
314663563332499, 300793944164677, 297040893877216 @ -59, -58, -21
269523791840857, 410774064111943, 315739442835988 @ 133, 75, -439
276472483303288, 467026310133376, 274071359096908 @ 49, -371, -53
317888097288403, 125052168688091, 277651341809748 @ -56, 112, 11
285439213599967, 424069327081413, 212764212575616 @ -8, -108, 320
294045614099175, 250699079389354, 369873448031956 @ -28, -31, -101
313471368204661, 215921382633195, 292112778899222 @ -59, 79, -16
310789072654859, 403366092590161, 230518909730320 @ -187, 71, 247
245424137850843, 348513489886561, 311329732298783 @ 24, -166, -22
254980872433743, 220414547273851, 275333189764084 @ 20, 11, 13
175022119483899, 229377683166785, 242710948754164 @ 111, -15, 52
300603719538815, 425275361046437, 314115258627984 @ -39, -236, -46
358755596659231, 200312890314085, 294164128269808 @ -148, 177, -29
385569617033612, 174435311374391, 301933954889193 @ -151, 96, -24
282219383198047, 490707380020741, 215781338537080 @ -12, -334, 100
288128901946127, 240824624140613, 195118560453072 @ -21, 28, 125
129153395004769, 95280384784365, 116291641784402 @ 163, 138, 198
242060273560796, 341353145397925, 442213185621756 @ 59, -82, -285
289741786180567, 367768868628853, 309919525004056 @ -27, -20, -118
327018670073098, 310688539764922, 227476950773137 @ -95, -7, 94
240962351221060, 363225938414338, 252345374878984 @ 113, -21, 55
294049735298464, 388848825478987, 272046749087131 @ -51, 20, -22
281979198197815, 391972959507157, 253034155853872 @ 31, 284, 103
306576115229403, 384196547564161, 159177800003528 @ -66, -112, 275
278323300307110, 453468917633899, 189189815938714 @ 49, -288, 573
278429815311849, 245467107431081, 299638594551084 @ 11, 436, -103
282423587675187, 239883190559813, 157007764264188 @ -13, 22, 176
279598613828800, 352784997645226, 252898390164625 @ 43, 521, 94
274754077857973, 333303985465821, 102692952205118 @ -5, -134, 218
273898463693015, 124909305117485, 373823186362972 @ -6, 64, -86
280778810280626, 417410247954265, 254078586616451 @ 29, -22, 80
265350146910808, 364337077828597, 253197243393937 @ 65, 62, 60
300981131067998, 362731487536553, 306801460273043 @ -45, -110, -54
226800873500615, 253775646779637, 274292656811234 @ 56, -26, 14
84874211698612, 280631585914126, 38006006012074 @ 211, -79, 285
212201593841741, 256909851534797, 200041488310960 @ 99, 34, 127
286451876372845, 382273441793146, 298586284583464 @ -14, 151, -201
283535856084277, 406178811461051, 326247325034832 @ 19, 181, -625
298764354169574, 544977920464675, 284742230990273 @ -79, -760, -94
277621950428866, 458914833533748, 232309872393029 @ 19, -303, 144
301378083213473, 295611800091136, 188603818930658 @ -90, 509, 393
273102048216625, 388549553995011, 218723870171606 @ 97, 241, 374
270072424723266, 41177034350670, 163299231204070 @ 11, 459, 205
155448637590903, 142079863637141, 296812159044288 @ 119, 52, -7
338494224236757, 262722410265819, 323577844464336 @ -163, 255, -145
236620892827183, 249651217394827, 274068304109791 @ 60, 44, 10
314001785048143, 360837143876161, 231502704265096 @ -80, -69, 97
274592091037663, 307184389945621, 231384826371568 @ 8, 41, 95
307683624332623, 258004960840213, 321488847922048 @ -45, -35, -44
243043897280597, 279261076320959, 327022954884518 @ 57, 25, -84
338856276453611, 406213486084055, 377805468637676 @ -114, -191, -183
62238475686228, 292711627094820, 174902620713425 @ 245, -87, 132
230552962560949, 133826804633125, 469283116906186 @ 43, 78, -200
220348718963647, 73584953686200, 173384086231523 @ 76, 267, 156
271928604564301, 380908770698461, 263994318334600 @ 37, -14, 19
281248308250406, 406071695112308, 253286331023901 @ 29, 87, 90
155486675085898, 122197336071946, 281701944689848 @ 131, 103, 7
297724676148718, 339860008189561, 346021959282778 @ -41, -46, -143
277088392704295, 221500195678423, 220222520702330 @ -8, -7, 78
286479625187559, 183361302561973, 309245728473112 @ -19, 8, -20
315441938413475, 149396644498281, 461230736422736 @ -58, 136, -241
278603583818463, 381278317266271, 262385798958028 @ 12, -19, 25
342337134676383, 492016299419333, 283477545400880 @ -160, -377, -27
261523684961523, 337982529652196, 351405932146698 @ 24, -81, -123
337612117484991, 543814396981125, 535560364285696 @ -106, -432, -440
199768884728879, 366265877892765, 77909235826574 @ 132, -126, 348
219085600150100, 369862134496229, 258175712534892 @ 87, -146, 35
275256446473813, 269873789105986, 308558890095973 @ -6, -65, -24
351310108719847, 560952720121039, 442950212722678 @ -176, -541, -414
174944974364343, 438920974770641, 342373688095948 @ 104, -260, -59
326237872166528, 196878205856506, 276099774649848 @ -121, 389, -9
227857654521343, 447365766842101, 491931608662368 @ 64, -268, -295
223700500069599, 311214959810740, 379229390724627 @ 44, -133, -88
226493278680683, 295794793819563, 200663592474010 @ 50, -95, 100
272977409809307, 120223100299447, 65608549938682 @ 8, 368, 409
24908486452909, 161025378311074, 159818881967551 @ 326, 109, 164
292528132155931, 392253244175869, 309903968677984 @ -37, -76, -133
241858777069911, 334356143990745, 274068859569232 @ 62, -63, 7
249077436389929, 228170380524169, 399136656964222 @ 26, -6, -135
290923234666263, 204101829266236, 271644220668023 @ -28, 293, 6
230941820372063, 208717953277253, 423842896505380 @ 60, 70, -200
182199120571468, 13656351867534, 325874159981963 @ 85, 163, -34
343656784757405, 202527256576924, 160047117228350 @ -106, 107, 185
412047875778493, 242079862849487, 434271353439144 @ -155, -47, -157
303144209264344, 493273737272310, 110331866552947 @ -83, -441, 634
283536596695168, 425063122180741, 277776237219433 @ 41, 142, -236
290417684867995, 444089108216509, 259172354870080 @ -43, -216, 43
180734510298111, 259186437441369, 170229274463678 @ 92, -72, 126
287249163027872, 405641366190818, 276178379667483 @ -19, -21, -54
279175951100450, 436409630900273, 272788468600058 @ 69, -110, -99
270205072587067, 305360958111502, 313843647074479 @ 88, 643, -302
219645750829623, 349943273898121, 168881798959397 @ 180, 26, 302
